All genes,MGI essential,Autosomal dominant,Haploinsufficient,High pLI,High Shet,High Phi,High missense z,ClinVar,OMIM,GWAS nearest,TF,DrugBank,High EDS,Olfactory,eQTL0-deficient
29081,,,,,,,,,,,,,,,
29082,,,,,,,,,,,,,,,
29083,,,,,,,,,,,,,,,
29085,,,,,,,,,,,,,,,
29086,,,,,,,,,,,,,,,
29087,,,,,,,,,,,,,,,
29088,,,,,,,,,,,,,,,
29089,,,,,,,,,,,,,,,
29090,,,,,,,,,,,,,,,
29093,,,,,,,,,,,,,,,
29094,,,,,,,,,,,,,,,
29095,,,,,,,,,,,,,,,
29097,,,,,,,,,,,,,,,
29098,,,,,,,,,,,,,,,
29099,,,,,,,,,,,,,,,
29100,,,,,,,,,,,,,,,
29101,,,,,,,,,,,,,,,
29102,,,,,,,,,,,,,,,
29103,,,,,,,,,,,,,,,
29104,,,,,,,,,,,,,,,
29105,,,,,,,,,,,,,,,
29106,,,,,,,,,,,,,,,
29107,,,,,,,,,,,,,,,
29108,,,,,,,,,,,,,,,
29109,,,,,,,,,,,,,,,
29110,,,,,,,,,,,,,,,
29113,,,,,,,,,,,,,,,
29114,,,,,,,,,,,,,,,
29115,,,,,,,,,,,,,,,
29116,,,,,,,,,,,,,,,
29117,,,,,,,,,,,,,,,
29118,,,,,,,,,,,,,,,
29119,,,,,,,,,,,,,,,
29121,,,,,,,,,,,,,,,
29122,,,,,,,,,,,,,,,
29123,,,,,,,,,,,,,,,
29124,,,,,,,,,,,,,,,
29125,,,,,,,,,,,,,,,
29126,,,,,,,,,,,,,,,
29127,,,,,,,,,,,,,,,
29128,,,,,,,,,,,,,,,
29760,,,,,,,,,,,,,,,
29761,,,,,,,,,,,,,,,
29763,,,,,,,,,,,,,,,
29765,,,,,,,,,,,,,,,
29766,,,,,,,,,,,,,,,
29767,,,,,,,,,,,,,,,
29775,,,,,,,,,,,,,,,
29777,,,,,,,,,,,,,,,
29780,,,,,,,,,,,,,,,
29781,,,,,,,,,,,,,,,
29785,,,,,,,,,,,,,,,
29789,,,,,,,,,,,,,,,
29796,,,,,,,,,,,,,,,
29799,,,,,,,,,,,,,,,
29800,,,,,,,,,,,,,,,
29801,,,,,,,,,,,,,,,
29802,,,,,,,,,,,,,,,
29803,,,,,,,,,,,,,,,
29841,,,,,,,,,,,,,,,
29842,,,,,,,,,,,,,,,
29843,,,,,,,,,,,,,,,
29844,,,,,,,,,,,,,,,
29850,,,,,,,,,,,,,,,
29851,,,,,,,,,,,,,,,
29855,,,,,,,,,,,,,,,
29880,,,,,,,,,,,,,,,
29881,,,,,,,,,,,,,,,
29882,,,,,,,,,,,,,,,
29883,,,,,,,,,,,,,,,
29886,,,,,,,,,,,,,,,
29887,,,,,,,,,,,,,,,
29888,,,,,,,,,,,,,,,
29889,,,,,,,,,,,,,,,
29890,,,,,,,,,,,,,,,
29893,,,,,,,,,,,,,,,
29894,,,,,,,,,,,,,,,
29895,,,,,,,,,,,,,,,
29896,,,,,,,,,,,,,,,
29899,,,,,,,,,,,,,,,
29901,,,,,,,,,,,,,,,
29902,,,,,,,,,,,,,,,
29903,,,,,,,,,,,,,,,
29904,,,,,,,,,,,,,,,
29906,,,,,,,,,,,,,,,
29907,,,,,,,,,,,,,,,
29909,,,,,,,,,,,,,,,
29911,,,,,,,,,,,,,,,
29914,,,,,,,,,,,,,,,
29915,,,,,,,,,,,,,,,
29916,,,,,,,,,,,,,,,
29919,,,,,,,,,,,,,,,
29920,,,,,,,,,,,,,,,
29922,,,,,,,,,,,,,,,
29923,,,,,,,,,,,,,,,
29924,,,,,,,,,,,,,,,
29925,,,,,,,,,,,,,,,
29926,,,,,,,,,,,,,,,
29927,,,,,,,,,,,,,,,
29928,,,,,,,,,,,,,,,
29929,,,,,,,,,,,,,,,
29933,,,,,,,,,,,,,,,
29934,,,,,,,,,,,,,,,
29935,,,,,,,,,,,,,,,
29937,,,,,,,,,,,,,,,
29940,,,,,,,,,,,,,,,
29941,,,,,,,,,,,,,,,
29942,,,,,,,,,,,,,,,
29943,,,,,,,,,,,,,,,
29944,,,,,,,,,,,,,,,
29945,,,,,,,,,,,,,,,
29946,,,,,,,,,,,,,,,
29947,,,,,,,,,,,,,,,
29948,,,,,,,,,,,,,,,
29949,,,,,,,,,,,,,,,
29950,,,,,,,,,,,,,,,
29951,,,,,,,,,,,,,,,
29952,,,,,,,,,,,,,,,
29953,,,,,,,,,,,,,,,
29954,,,,,,,,,,,,,,,
29956,,,,,,,,,,,,,,,
29957,,,,,,,,,,,,,,,
29958,,,,,,,,,,,,,,,
29959,,,,,,,,,,,,,,,
29960,,,,,,,,,,,,,,,
29964,,,,,,,,,,,,,,,
29965,,,,,,,,,,,,,,,
29966,,,,,,,,,,,,,,,
29967,,,,,,,,,,,,,,,
29968,,,,,,,,,,,,,,,
29969,,,,,,,,,,,,,,,
29970,,,,,,,,,,,,,,,
29974,,,,,,,,,,,,,,,
29978,,,,,,,,,,,,,,,
29979,,,,,,,,,,,,,,,
29980,,,,,,,,,,,,,,,
29982,,,,,,,,,,,,,,,
29984,,,,,,,,,,,,,,,
29985,,,,,,,,,,,,,,,
29986,,,,,,,,,,,,,,,
29988,,,,,,,,,,,,,,,
29989,,,,,,,,,,,,,,,
29990,,,,,,,,,,,,,,,
29991,,,,,,,,,,,,,,,
29992,,,,,,,,,,,,,,,
29994,,,,,,,,,,,,,,,
29995,,,,,,,,,,,,,,,
29997,,,,,,,,,,,,,,,
29998,,,,,,,,,,,,,,,
29999,,,,,,,,,,,,,,,
30000,,,,,,,,,,,,,,,
30001,,,,,,,,,,,,,,,
30008,,,,,,,,,,,,,,,
30009,,,,,,,,,,,,,,,
30010,,,,,,,,,,,,,,,
30011,,,,,,,,,,,,,,,
30012,,,,,,,,,,,,,,,
30014,,,,,,,,,,,,,,,
30061,,,,,,,,,,,,,,,
30062,,,,,,,,,,,,,,,
30811,,,,,,,,,,,,,,,
30812,,,,,,,,,,,,,,,
30813,,,,,,,,,,,,,,,
30814,,,,,,,,,,,,,,,
30815,,,,,,,,,,,,,,,
30816,,,,,,,,,,,,,,,
30817,,,,,,,,,,,,,,,
30818,,,,,,,,,,,,,,,
30819,,,,,,,,,,,,,,,
30820,,,,,,,,,,,,,,,
30827,,,,,,,,,,,,,,,
30832,,,,,,,,,,,,,,,
30833,,,,,,,,,,,,,,,
30834,,,,,,,,,,,,,,,
30835,,,,,,,,,,,,,,,
30836,,,,,,,,,,,,,,,
30837,,,,,,,,,,,,,,,
30844,,,,,,,,,,,,,,,
30845,,,,,,,,,,,,,,,
30846,,,,,,,,,,,,,,,
30848,,,,,,,,,,,,,,,
30849,,,,,,,,,,,,,,,
30850,,,,,,,,,,,,,,,
30851,,,,,,,,,,,,,,,
30968,,,,,,,,,,,,,,,
43847,,,,,,,,,,,,,,,
43849,,,,,,,,,,,,,,,
49854,,,,,,,,,,,,,,,
49855,,,,,,,,,,,,,,,
49856,,,,,,,,,,,,,,,
49860,,,,,,,,,,,,,,,
49861,,,,,,,,,,,,,,,
50484,,,,,,,,,,,,,,,
50485,,,,,,,,,,,,,,,
50486,,,,,,,,,,,,,,,
50487,,,,,,,,,,,,,,,
50488,,,,,,,,,,,,,,,
50489,,,,,,,,,,,,,,,
50506,,,,,,,,,,,,,,,
50507,,,,,,,,,,,,,,,
50508,,,,,,,,,,,,,,,
50509,,,,,,,,,,,,,,,
50511,,,,,,,,,,,,,,,
50512,,,,,,,,,,,,,,,
50515,,,,,,,,,,,,,,,
50604,,,,,,,,,,,,,,,
50613,,,,,,,,,,,,,,,
50614,,,,,,,,,,,,,,,
50615,,,,,,,,,,,,,,,
50616,,,,,,,,,,,,,,,
50617,,,,,,,,,,,,,,,
50618,,,,,,,,,,,,,,,
50619,,,,,,,,,,,,,,,
50624,,,,,,,,,,,,,,,
50626,,,,,,,,,,,,,,,
50628,,,,,,,,,,,,,,,
50632,,,,,,,,,,,,,,,
50636,,,,,,,,,,,,,,,
50640,,,,,,,,,,,,,,,
50649,,,,,,,,,,,,,,,
50650,,,,,,,,,,,,,,,
50651,,,,,,,,,,,,,,,
50674,,,,,,,,,,,,,,,
50700,,,,,,,,,,,,,,,
50717,,,,,,,,,,,,,,,
50801,,,,,,,,,,,,,,,
50802,,,,,,,,,,,,,,,
50804,,,,,,,,,,,,,,,
50805,,,,,,,,,,,,,,,
50807,,,,,,,,,,,,,,,
50808,,,,,,,,,,,,,,,
50809,,,,,,,,,,,,,,,
50810,,,,,,,,,,,,,,,
50813,,,,,,,,,,,,,,,
50814,,,,,,,,,,,,,,,
50831,,,,,,,,,,,,,,,
50832,,,,,,,,,,,,,,,
50833,,,,,,,,,,,,,,,
50834,,,,,,,,,,,,,,,
50835,,,,,,,,,,,,,,,
50836,,,,,,,,,,,,,,,
50837,,,,,,,,,,,,,,,
50838,,,,,,,,,,,,,,,
50839,,,,,,,,,,,,,,,
50840,,,,,,,,,,,,,,,
50846,,,,,,,,,,,,,,,
50848,,,,,,,,,,,,,,,
50852,,,,,,,,,,,,,,,
50853,,,,,,,,,,,,,,,
50854,,,,,,,,,,,,,,,
50855,,,,,,,,,,,,,,,
50856,,,,,,,,,,,,,,,
50859,,,,,,,,,,,,,,,
50861,,,,,,,,,,,,,,,
50862,,,,,,,,,,,,,,,
50863,,,,,,,,,,,,,,,
50865,,,,,,,,,,,,,,,
50937,,,,,,,,,,,,,,,
50939,,,,,,,,,,,,,,,
50940,,,,,,,,,,,,,,,
50943,,,,,,,,,,,,,,,
50944,,,,,,,,,,,,,,,
50945,,,,,,,,,,,,,,,
50964,,,,,,,,,,,,,,,
50999,,,,,,,,,,,,,,,
51000,,,,,,,,,,,,,,,
51001,,,,,,,,,,,,,,,
51002,,,,,,,,,,,,,,,
51003,,,,,,,,,,,,,,,
51004,,,,,,,,,,,,,,,
51005,,,,,,,,,,,,,,,
51006,,,,,,,,,,,,,,,
51008,,,,,,,,,,,,,,,
51009,,,,,,,,,,,,,,,
51010,,,,,,,,,,,,,,,
51011,,,,,,,,,,,,,,,
51012,,,,,,,,,,,,,,,
51013,,,,,,,,,,,,,,,
51014,,,,,,,,,,,,,,,
51015,,,,,,,,,,,,,,,
51016,,,,,,,,,,,,,,,
51018,,,,,,,,,,,,,,,
51019,,,,,,,,,,,,,,,
51020,,,,,,,,,,,,,,,
51021,,,,,,,,,,,,,,,
51022,,,,,,,,,,,,,,,
51023,,,,,,,,,,,,,,,
51024,,,,,,,,,,,,,,,
51025,,,,,,,,,,,,,,,
51026,,,,,,,,,,,,,,,
51027,,,,,,,,,,,,,,,
51028,,,,,,,,,,,,,,,
51029,,,,,,,,,,,,,,,
51030,,,,,,,,,,,,,,,
51031,,,,,,,,,,,,,,,
51032,,,,,,,,,,,,,,,
51035,,,,,,,,,,,,,,,
51042,,,,,,,,,,,,,,,
51043,,,,,,,,,,,,,,,
51046,,,,,,,,,,,,,,,
51050,,,,,,,,,,,,,,,
51052,,,,,,,,,,,,,,,
51053,,,,,,,,,,,,,,,
51056,,,,,,,,,,,,,,,
51057,,,,,,,,,,,,,,,
51058,,,,,,,,,,,,,,,
51059,,,,,,,,,,,,,,,
51060,,,,,,,,,,,,,,,
51061,,,,,,,,,,,,,,,
51062,,,,,,,,,,,,,,,
51063,,,,,,,,,,,,,,,
51065,,,,,,,,,,,,,,,
51066,,,,,,,,,,,,,,,
51067,,,,,,,,,,,,,,,
51068,,,,,,,,,,,,,,,
51069,,,,,,,,,,,,,,,
51070,,,,,,,,,,,,,,,
51071,,,,,,,,,,,,,,,
51072,,,,,,,,,,,,,,,
51073,,,,,,,,,,,,,,,
51074,,,,,,,,,,,,,,,
51075,,,,,,,,,,,,,,,
51076,,,,,,,,,,,,,,,
51077,,,,,,,,,,,,,,,
51078,,,,,,,,,,,,,,,
51079,,,,,,,,,,,,,,,
51081,,,,,,,,,,,,,,,
51082,,,,,,,,,,,,,,,
51083,,,,,,,,,,,,,,,
51084,,,,,,,,,,,,,,,
51085,,,,,,,,,,,,,,,
51086,,,,,,,,,,,,,,,
51087,,,,,,,,,,,,,,,
51088,,,,,,,,,,,,,,,
51090,,,,,,,,,,,,,,,
51091,,,,,,,,,,,,,,,
51092,,,,,,,,,,,,,,,
51093,,,,,,,,,,,,,,,
51094,,,,,,,,,,,,,,,
51095,,,,,,,,,,,,,,,
51096,,,,,,,,,,,,,,,
51097,,,,,,,,,,,,,,,
51098,,,,,,,,,,,,,,,
51099,,,,,,,,,,,,,,,
51100,,,,,,,,,,,,,,,
51101,,,,,,,,,,,,,,,
51102,,,,,,,,,,,,,,,
51103,,,,,,,,,,,,,,,
51104,,,,,,,,,,,,,,,
51105,,,,,,,,,,,,,,,
51106,,,,,,,,,,,,,,,
51107,,,,,,,,,,,,,,,
51108,,,,,,,,,,,,,,,
51109,,,,,,,,,,,,,,,
51110,,,,,,,,,,,,,,,
51111,,,,,,,,,,,,,,,
51112,,,,,,,,,,,,,,,
51114,,,,,,,,,,,,,,,
51115,,,,,,,,,,,,,,,
51116,,,,,,,,,,,,,,,
51117,,,,,,,,,,,,,,,
51118,,,,,,,,,,,,,,,
51119,,,,,,,,,,,,,,,
51121,,,,,,,,,,,,,,,
51122,,,,,,,,,,,,,,,
51123,,,,,,,,,,,,,,,
51124,,,,,,,,,,,,,,,
51125,,,,,,,,,,,,,,,
51126,,,,,,,,,,,,,,,
51127,,,,,,,,,,,,,,,
51128,,,,,,,,,,,,,,,
51129,,,,,,,,,,,,,,,
51130,,,,,,,,,,,,,,,
51131,,,,,,,,,,,,,,,
51132,,,,,,,,,,,,,,,
51133,,,,,,,,,,,,,,,
51134,,,,,,,,,,,,,,,
51135,,,,,,,,,,,,,,,
51136,,,,,,,,,,,,,,,
51138,,,,,,,,,,,,,,,
51141,,,,,,,,,,,,,,,
51142,,,,,,,,,,,,,,,
51143,,,,,,,,,,,,,,,
51144,,,,,,,,,,,,,,,
51146,,,,,,,,,,,,,,,
51147,,,,,,,,,,,,,,,
51148,,,,,,,,,,,,,,,
51149,,,,,,,,,,,,,,,
51150,,,,,,,,,,,,,,,
51151,,,,,,,,,,,,,,,
51154,,,,,,,,,,,,,,,
51155,,,,,,,,,,,,,,,
51156,,,,,,,,,,,,,,,
51157,,,,,,,,,,,,,,,
51160,,,,,,,,,,,,,,,
51161,,,,,,,,,,,,,,,
51162,,,,,,,,,,,,,,,
51163,,,,,,,,,,,,,,,
51164,,,,,,,,,,,,,,,
51166,,,,,,,,,,,,,,,
51167,,,,,,,,,,,,,,,
51168,,,,,,,,,,,,,,,
51170,,,,,,,,,,,,,,,
51171,,,,,,,,,,,,,,,
51172,,,,,,,,,,,,,,,
51174,,,,,,,,,,,,,,,
51175,,,,,,,,,,,,,,,
51176,,,,,,,,,,,,,,,
51177,,,,,,,,,,,,,,,
51179,,,,,,,,,,,,,,,
51181,,,,,,,,,,,,,,,
51182,,,,,,,,,,,,,,,
51184,,,,,,,,,,,,,,,
51185,,,,,,,,,,,,,,,
51186,,,,,,,,,,,,,,,
51187,,,,,,,,,,,,,,,
51188,,,,,,,,,,,,,,,
51191,,,,,,,,,,,,,,,
51192,,,,,,,,,,,,,,,
51193,,,,,,,,,,,,,,,
51194,,,,,,,,,,,,,,,
51195,,,,,,,,,,,,,,,
51196,,,,,,,,,,,,,,,
51199,,,,,,,,,,,,,,,
51200,,,,,,,,,,,,,,,
51201,,,,,,,,,,,,,,,
51202,,,,,,,,,,,,,,,
51203,,,,,,,,,,,,,,,
51204,,,,,,,,,,,,,,,
51205,,,,,,,,,,,,,,,
51206,,,,,,,,,,,,,,,
51207,,,,,,,,,,,,,,,
51208,,,,,,,,,,,,,,,
51209,,,,,,,,,,,,,,,
51213,,,,,,,,,,,,,,,
51218,,,,,,,,,,,,,,,
51224,,,,,,,,,,,,,,,
51225,,,,,,,,,,,,,,,
51226,,,,,,,,,,,,,,,
51227,,,,,,,,,,,,,,,
51228,,,,,,,,,,,,,,,
51230,,,,,,,,,,,,,,,
51231,,,,,,,,,,,,,,,
51232,,,,,,,,,,,,,,,
51233,,,,,,,,,,,,,,,
51234,,,,,,,,,,,,,,,
51236,,,,,,,,,,,,,,,
51237,,,,,,,,,,,,,,,
51239,,,,,,,,,,,,,,,
51241,,,,,,,,,,,,,,,
51244,,,,,,,,,,,,,,,
51246,,,,,,,,,,,,,,,
51247,,,,,,,,,,,,,,,
51248,,,,,,,,,,,,,,,
51249,,,,,,,,,,,,,,,
51250,,,,,,,,,,,,,,,
51251,,,,,,,,,,,,,,,
51252,,,,,,,,,,,,,,,
51253,,,,,,,,,,,,,,,
51255,,,,,,,,,,,,,,,
51256,,,,,,,,,,,,,,,
51258,,,,,,,,,,,,,,,
51259,,,,,,,,,,,,,,,
51260,,,,,,,,,,,,,,,
51263,,,,,,,,,,,,,,,
51264,,,,,,,,,,,,,,,
51265,,,,,,,,,,,,,,,
51266,,,,,,,,,,,,,,,
51267,,,,,,,,,,,,,,,
51268,,,,,,,,,,,,,,,
51270,,,,,,,,,,,,,,,
51271,,,,,,,,,,,,,,,
51272,,,,,,,,,,,,,,,
51274,,,,,,,,,,,,,,,
51276,,,,,,,,,,,,,,,
51277,,,,,,,,,,,,,,,
51278,,,,,,,,,,,,,,,
51279,,,,,,,,,,,,,,,
51280,,,,,,,,,,,,,,,
51281,,,,,,,,,,,,,,,
51282,,,,,,,,,,,,,,,
51283,,,,,,,,,,,,,,,
51284,,,,,,,,,,,,,,,
51285,,,,,,,,,,,,,,,
51286,,,,,,,,,,,,,,,
51287,,,,,,,,,,,,,,,
51289,,,,,,,,,,,,,,,
51290,,,,,,,,,,,,,,,
51291,,,,,,,,,,,,,,,
51292,,,,,,,,,,,,,,,
51293,,,,,,,,,,,,,,,
51294,,,,,,,,,,,,,,,
51295,,,,,,,,,,,,,,,
51296,,,,,,,,,,,,,,,
51297,,,,,,,,,,,,,,,
51298,,,,,,,,,,,,,,,
51299,,,,,,,,,,,,,,,
51300,,,,,,,,,,,,,,,
51301,,,,,,,,,,,,,,,
51302,,,,,,,,,,,,,,,
51303,,,,,,,,,,,,,,,
51304,,,,,,,,,,,,,,,
51305,,,,,,,,,,,,,,,
51306,,,,,,,,,,,,,,,
51307,,,,,,,,,,,,,,,
51308,,,,,,,,,,,,,,,
51309,,,,,,,,,,,,,,,
51310,,,,,,,,,,,,,,,
51311,,,,,,,,,,,,,,,
51312,,,,,,,,,,,,,,,
51313,,,,,,,,,,,,,,,
51314,,,,,,,,,,,,,,,
51315,,,,,,,,,,,,,,,
51316,,,,,,,,,,,,,,,
51317,,,,,,,,,,,,,,,
51318,,,,,,,,,,,,,,,
51319,,,,,,,,,,,,,,,
51320,,,,,,,,,,,,,,,
51321,,,,,,,,,,,,,,,
51322,,,,,,,,,,,,,,,
51324,,,,,,,,,,,,,,,
51326,,,,,,,,,,,,,,,
51327,,,,,,,,,,,,,,,
51329,,,,,,,,,,,,,,,
51332,,,,,,,,,,,,,,,
51333,,,,,,,,,,,,,,,
51334,,,,,,,,,,,,,,,
51335,,,,,,,,,,,,,,,
51337,,,,,,,,,,,,,,,
51338,,,,,,,,,,,,,,,
51339,,,,,,,,,,,,,,,
51340,,,,,,,,,,,,,,,
51341,,,,,,,,,,,,,,,
51343,,,,,,,,,,,,,,,
51347,,,,,,,,,,,,,,,
51348,,,,,,,,,,,,,,,
51350,,,,,,,,,,,,,,,
51351,,,,,,,,,,,,,,,
51360,,,,,,,,,,,,,,,
51361,,,,,,,,,,,,,,,
51362,,,,,,,,,,,,,,,
51363,,,,,,,,,,,,,,,
51364,,,,,,,,,,,,,,,
51365,,,,,,,,,,,,,,,
51366,,,,,,,,,,,,,,,
51367,,,,,,,,,,,,,,,
51368,,,,,,,,,,,,,,,
51371,,,,,,,,,,,,,,,
51372,,,,,,,,,,,,,,,
51373,,,,,,,,,,,,,,,
51374,,,,,,,,,,,,,,,
51375,,,,,,,,,,,,,,,
51377,,,,,,,,,,,,,,,
51378,,,,,,,,,,,,,,,
51379,,,,,,,,,,,,,,,
51380,,,,,,,,,,,,,,,
51382,,,,,,,,,,,,,,,
51384,,,,,,,,,,,,,,,
51385,,,,,,,,,,,,,,,
51386,,,,,,,,,,,,,,,
51388,,,,,,,,,,,,,,,
51389,,,,,,,,,,,,,,,
51390,,,,,,,,,,,,,,,
51393,,,,,,,,,,,,,,,
51397,,,,,,,,,,,,,,,
51398,,,,,,,,,,,,,,,
51399,,,,,,,,,,,,,,,
51400,,,,,,,,,,,,,,,
51406,,,,,,,,,,,,,,,
51409,,,,,,,,,,,,,,,
51411,,,,,,,,,,,,,,,
51412,,,,,,,,,,,,,,,
51421,,,,,,,,,,,,,,,
51422,,,,,,,,,,,,,,,
51426,,,,,,,,,,,,,,,
51427,,,,,,,,,,,,,,,
51428,,,,,,,,,,,,,,,
51429,,,,,,,,,,,,,,,
51430,,,,,,,,,,,,,,,
51433,,,,,,,,,,,,,,,
51434,,,,,,,,,,,,,,,
51435,,,,,,,,,,,,,,,
51438,,,,,,,,,,,,,,,
51439,,,,,,,,,,,,,,,
51440,,,,,,,,,,,,,,,
51441,,,,,,,,,,,,,,,
51442,,,,,,,,,,,,,,,
51444,,,,,,,,,,,,,,,
51447,,,,,,,,,,,,,,,
51449,,,,,,,,,,,,,,,
51450,,,,,,,,,,,,,,,
51451,,,,,,,,,,,,,,,
51454,,,,,,,,,,,,,,,
51455,,,,,,,,,,,,,,,
51458,,,,,,,,,,,,,,,
51460,,,,,,,,,,,,,,,
51463,,,,,,,,,,,,,,,
51465,,,,,,,,,,,,,,,
51466,,,,,,,,,,,,,,,
51471,,,,,,,,,,,,,,,
51473,,,,,,,,,,,,,,,
51474,,,,,,,,,,,,,,,
51475,,,,,,,,,,,,,,,
51477,,,,,,,,,,,,,,,
51478,,,,,,,,,,,,,,,
51479,,,,,,,,,,,,,,,
51480,,,,,,,,,,,,,,,
51481,,,,,,,,,,,,,,,
51490,,,,,,,,,,,,,,,
51491,,,,,,,,,,,,,,,
51493,,,,,,,,,,,,,,,
51495,,,,,,,,,,,,,,,
51496,,,,,,,,,,,,,,,
51497,,,,,,,,,,,,,,,
51499,,,,,,,,,,,,,,,
51501,,,,,,,,,,,,,,,
51503,,,,,,,,,,,,,,,
51504,,,,,,,,,,,,,,,
51506,,,,,,,,,,,,,,,
51507,,,,,,,,,,,,,,,
51510,,,,,,,,,,,,,,,
51512,,,,,,,,,,,,,,,
51513,,,,,,,,,,,,,,,
51514,,,,,,,,,,,,,,,
51517,,,,,,,,,,,,,,,
51520,,,,,,,,,,,,,,,
51522,,,,,,,,,,,,,,,
51523,,,,,,,,,,,,,,,
51524,,,,,,,,,,,,,,,
51526,,,,,,,,,,,,,,,
51527,,,,,,,,,,,,,,,
51528,,,,,,,,,,,,,,,
51529,,,,,,,,,,,,,,,
51530,,,,,,,,,,,,,,,
51531,,,,,,,,,,,,,,,
51533,,,,,,,,,,,,,,,
51534,,,,,,,,,,,,,,,
51535,,,,,,,,,,,,,,,
51537,,,,,,,,,,,,,,,
51538,,,,,,,,,,,,,,,
51540,,,,,,,,,,,,,,,
51542,,,,,,,,,,,,,,,
51545,,,,,,,,,,,,,,,
51547,,,,,,,,,,,,,,,
51548,,,,,,,,,,,,,,,
51550,,,,,,,,,,,,,,,
51552,,,,,,,,,,,,,,,
51554,,,,,,,,,,,,,,,
51555,,,,,,,,,,,,,,,
51557,,,,,,,,,,,,,,,
51559,,,,,,,,,,,,,,,
51560,,,,,,,,,,,,,,,
51561,,,,,,,,,,,,,,,
51562,,,,,,,,,,,,,,,
51564,,,,,,,,,,,,,,,
51566,,,,,,,,,,,,,,,
51567,,,,,,,,,,,,,,,
51569,,,,,,,,,,,,,,,
51571,,,,,,,,,,,,,,,
51573,,,,,,,,,,,,,,,
51574,,,,,,,,,,,,,,,
51575,,,,,,,,,,,,,,,
51582,,,,,,,,,,,,,,,
51585,,,,,,,,,,,,,,,
51586,,,,,,,,,,,,,,,
51588,,,,,,,,,,,,,,,
51592,,,,,,,,,,,,,,,
51593,,,,,,,,,,,,,,,
51594,,,,,,,,,,,,,,,
51596,,,,,,,,,,,,,,,
51599,,,,,,,,,,,,,,,
51601,,,,,,,,,,,,,,,
51602,,,,,,,,,,,,,,,
51603,,,,,,,,,,,,,,,
51604,,,,,,,,,,,,,,,
51605,,,,,,,,,,,,,,,
51606,,,,,,,,,,,,,,,
51608,,,,,,,,,,,,,,,
51611,,,,,,,,,,,,,,,
51614,,,,,,,,,,,,,,,
51616,,,,,,,,,,,,,,,
51617,,,,,,,,,,,,,,,
51619,,,,,,,,,,,,,,,
51621,,,,,,,,,,,,,,,
51622,,,,,,,,,,,,,,,
51626,,,,,,,,,,,,,,,
51629,,,,,,,,,,,,,,,
51631,,,,,,,,,,,,,,,
51633,,,,,,,,,,,,,,,
51634,,,,,,,,,,,,,,,
51635,,,,,,,,,,,,,,,
51637,,,,,,,,,,,,,,,
51639,,,,,,,,,,,,,,,
51642,,,,,,,,,,,,,,,
51643,,,,,,,,,,,,,,,
51645,,,,,,,,,,,,,,,
51646,,,,,,,,,,,,,,,
51647,,,,,,,,,,,,,,,
51649,,,,,,,,,,,,,,,
51650,,,,,,,,,,,,,,,
51651,,,,,,,,,,,,,,,
51652,,,,,,,,,,,,,,,
51654,,,,,,,,,,,,,,,
51655,,,,,,,,,,,,,,,
51657,,,,,,,,,,,,,,,
51659,,,,,,,,,,,,,,,
51660,,,,,,,,,,,,,,,
51661,,,,,,,,,,,,,,,
51663,,,,,,,,,,,,,,,
51665,,,,,,,,,,,,,,,
51666,,,,,,,,,,,,,,,
51667,,,,,,,,,,,,,,,
51668,,,,,,,,,,,,,,,
51669,,,,,,,,,,,,,,,
51673,,,,,,,,,,,,,,,
51676,,,,,,,,,,,,,,,
51678,,,,,,,,,,,,,,,
51684,,,,,,,,,,,,,,,
51686,,,,,,,,,,,,,,,
51690,,,,,,,,,,,,,,,
51691,,,,,,,,,,,,,,,
51692,,,,,,,,,,,,,,,
51693,,,,,,,,,,,,,,,
51696,,,,,,,,,,,,,,,
51699,,,,,,,,,,,,,,,
51700,,,,,,,,,,,,,,,
51701,,,,,,,,,,,,,,,
51702,,,,,,,,,,,,,,,
51703,,,,,,,,,,,,,,,
51704,,,,,,,,,,,,,,,
51705,,,,,,,,,,,,,,,
51706,,,,,,,,,,,,,,,
51710,,,,,,,,,,,,,,,
51714,,,,,,,,,,,,,,,
51715,,,,,,,,,,,,,,,
51719,,,,,,,,,,,,,,,
51720,,,,,,,,,,,,,,,
51725,,,,,,,,,,,,,,,
51726,,,,,,,,,,,,,,,
51727,,,,,,,,,,,,,,,
51728,,,,,,,,,,,,,,,
51729,,,,,,,,,,,,,,,
51733,,,,,,,,,,,,,,,
51734,,,,,,,,,,,,,,,
51735,,,,,,,,,,,,,,,
51738,,,,,,,,,,,,,,,
51741,,,,,,,,,,,,,,,
51742,,,,,,,,,,,,,,,
51744,,,,,,,,,,,,,,,
51747,,,,,,,,,,,,,,,
51750,,,,,,,,,,,,,,,
51751,,,,,,,,,,,,,,,
51752,,,,,,,,,,,,,,,
51754,,,,,,,,,,,,,,,
51755,,,,,,,,,,,,,,,
51759,,,,,,,,,,,,,,,
51760,,,,,,,,,,,,,,,
51761,,,,,,,,,,,,,,,
51762,,,,,,,,,,,,,,,
51763,,,,,,,,,,,,,,,
51764,,,,,,,,,,,,,,,
51765,,,,,,,,,,,,,,,
51768,,,,,,,,,,,,,,,
51773,,,,,,,,,,,,,,,
51776,,,,,,,,,,,,,,,
51778,,,,,,,,,,,,,,,
51780,,,,,,,,,,,,,,,
51802,,,,,,,,,,,,,,,
51804,,,,,,,,,,,,,,,
51805,,,,,,,,,,,,,,,
51806,,,,,,,,,,,,,,,
51807,,,,,,,,,,,,,,,
