All genes,MGI essential,Autosomal dominant,Haploinsufficient,High pLI,High Shet,High Phi,High missense z,ClinVar,OMIM,GWAS nearest,TF,DrugBank,High EDS,Olfactory,eQTL0-deficient
145501,,,,,,,,,,,,,,,
145508,,,,,,,,,,,,,,,
145553,,,,,,,,,,,,,,,
145567,,,,,,,,,,,,,,,
145581,,,,,,,,,,,,,,,
145645,,,,,,,,,,,,,,,
145741,,,,,,,,,,,,,,,
145748,,,,,,,,,,,,,,,
145773,,,,,,,,,,,,,,,
145788,,,,,,,,,,,,,,,
145814,,,,,,,,,,,,,,,
145853,,,,,,,,,,,,,,,
145864,,,,,,,,,,,,,,,
145873,,,,,,,,,,,,,,,
145942,,,,,,,,,,,,,,,
145957,,,,,,,,,,,,,,,
146050,,,,,,,,,,,,,,,
146057,,,,,,,,,,,,,,,
146059,,,,,,,,,,,,,,,
146167,,,,,,,,,,,,,,,
146177,,,,,,,,,,,,,,,
146183,,,,,,,,,,,,,,,
146198,,,,,,,,,,,,,,,
146206,,,,,,,,,,,,,,,
146212,,,,,,,,,,,,,,,
146223,,,,,,,,,,,,,,,
146225,,,,,,,,,,,,,,,
146227,,,,,,,,,,,,,,,
146279,,,,,,,,,,,,,,,
146310,,,,,,,,,,,,,,,
146325,,,,,,,,,,,,,,,
146330,,,,,,,,,,,,,,,
146378,,,,,,,,,,,,,,,
146395,,,,,,,,,,,,,,,
146429,,,,,,,,,,,,,,,
146433,,,,,,,,,,,,,,,
146434,,,,,,,,,,,,,,,
146439,,,,,,,,,,,,,,,
146456,,,,,,,,,,,,,,,
146540,,,,,,,,,,,,,,,
146542,,,,,,,,,,,,,,,
146547,,,,,,,,,,,,,,,
146556,,,,,,,,,,,,,,,
146562,,,,,,,,,,,,,,,
146664,,,,,,,,,,,,,,,
146691,,,,,,,,,,,,,,,
146705,,,,,,,,,,,,,,,
146712,,,,,,,,,,,,,,,
146713,,,,,,,,,,,,,,,
146722,,,,,,,,,,,,,,,
146754,,,,,,,,,,,,,,,
146760,,,,,,,,,,,,,,,
146779,,,,,,,,,,,,,,,
146802,,,,,,,,,,,,,,,
146822,,,,,,,,,,,,,,,
146845,,,,,,,,,,,,,,,
146849,,,,,,,,,,,,,,,
146850,,,,,,,,,,,,,,,
146852,,,,,,,,,,,,,,,
146853,,,,,,,,,,,,,,,
146857,,,,,,,,,,,,,,,
146861,,,,,,,,,,,,,,,
146862,,,,,,,,,,,,,,,
146894,,,,,,,,,,,,,,,
146909,,,,,,,,,,,,,,,
146923,,,,,,,,,,,,,,,
146956,,,,,,,,,,,,,,,
147007,,,,,,,,,,,,,,,
147011,,,,,,,,,,,,,,,
147015,,,,,,,,,,,,,,,
147040,,,,,,,,,,,,,,,
147111,,,,,,,,,,,,,,,
147138,,,,,,,,,,,,,,,
147166,,,,,,,,,,,,,,,
147179,,,,,,,,,,,,,,,
147183,,,,,,,,,,,,,,,
147184,,,,,,,,,,,,,,,
147199,,,,,,,,,,,,,,,
147323,,,,,,,,,,,,,,,
147339,,,,,,,,,,,,,,,
147372,,,,,,,,,,,,,,,
147381,,,,,,,,,,,,,,,
147407,,,,,,,,,,,,,,,
147409,,,,,,,,,,,,,,,
147463,,,,,,,,,,,,,,,
147495,,,,,,,,,,,,,,,
147645,,,,,,,,,,,,,,,
147646,,,,,,,,,,,,,,,
147650,,,,,,,,,,,,,,,
147657,,,,,,,,,,,,,,,
147658,,,,,,,,,,,,,,,
147660,,,,,,,,,,,,,,,
147664,,,,,,,,,,,,,,,
147670,,,,,,,,,,,,,,,
147685,,,,,,,,,,,,,,,
147686,,,,,,,,,,,,,,,
147687,,,,,,,,,,,,,,,
147694,,,,,,,,,,,,,,,
147699,,,,,,,,,,,,,,,
147700,,,,,,,,,,,,,,,
147710,,,,,,,,,,,,,,,
147719,,,,,,,,,,,,,,,
147741,,,,,,,,,,,,,,,
147744,,,,,,,,,,,,,,,
147746,,,,,,,,,,,,,,,
147798,,,,,,,,,,,,,,,
147807,,,,,,,,,,,,,,,
147808,,,,,,,,,,,,,,,
147837,,,,,,,,,,,,,,,
147841,,,,,,,,,,,,,,,
147872,,,,,,,,,,,,,,,
147906,,,,,,,,,,,,,,,
147912,,,,,,,,,,,,,,,
147920,,,,,,,,,,,,,,,
147923,,,,,,,,,,,,,,,
147929,,,,,,,,,,,,,,,
147945,,,,,,,,,,,,,,,
147948,,,,,,,,,,,,,,,
147949,,,,,,,,,,,,,,,
147965,,,,,,,,,,,,,,,
147968,,,,,,,,,,,,,,,
147991,,,,,,,,,,,,,,,
148003,,,,,,,,,,,,,,,
148014,,,,,,,,,,,,,,,
148022,,,,,,,,,,,,,,,
148066,,,,,,,,,,,,,,,
148103,,,,,,,,,,,,,,,
148109,,,,,,,,,,,,,,,
148113,,,,,,,,,,,,,,,
148137,,,,,,,,,,,,,,,
148156,,,,,,,,,,,,,,,
148170,,,,,,,,,,,,,,,
148198,,,,,,,,,,,,,,,
148203,,,,,,,,,,,,,,,
148206,,,,,,,,,,,,,,,
148213,,,,,,,,,,,,,,,
148223,,,,,,,,,,,,,,,
148229,,,,,,,,,,,,,,,
148252,,,,,,,,,,,,,,,
148254,,,,,,,,,,,,,,,
148266,,,,,,,,,,,,,,,
148268,,,,,,,,,,,,,,,
148281,,,,,,,,,,,,,,,
148304,,,,,,,,,,,,,,,
148327,,,,,,,,,,,,,,,
148345,,,,,,,,,,,,,,,
148362,,,,,,,,,,,,,,,
148398,,,,,,,,,,,,,,,
148418,,,,,,,,,,,,,,,
148423,,,,,,,,,,,,,,,
148479,,,,,,,,,,,,,,,
148523,,,,,,,,,,,,,,,
148534,,,,,,,,,,,,,,,
148545,,,,,,,,,,,,,,,
148581,,,,,,,,,,,,,,,
148641,,,,,,,,,,,,,,,
148738,,,,,,,,,,,,,,,
148741,,,,,,,,,,,,,,,
148753,,,,,,,,,,,,,,,
148789,,,,,,,,,,,,,,,
148808,,,,,,,,,,,,,,,
148811,,,,,,,,,,,,,,,
148823,,,,,,,,,,,,,,,
148867,,,,,,,,,,,,,,,
148870,,,,,,,,,,,,,,,
148930,,,,,,,,,,,,,,,
148932,,,,,,,,,,,,,,,
148979,,,,,,,,,,,,,,,
149013,,,,,,,,,,,,,,,
149018,,,,,,,,,,,,,,,
149041,,,,,,,,,,,,,,,
149069,,,,,,,,,,,,,,,
149076,,,,,,,,,,,,,,,
149095,,,,,,,,,,,,,,,
149111,,,,,,,,,,,,,,,
149175,,,,,,,,,,,,,,,
149233,,,,,,,,,,,,,,,
149281,,,,,,,,,,,,,,,
149297,,,,,,,,,,,,,,,
149345,,,,,,,,,,,,,,,
149371,,,,,,,,,,,,,,,
149420,,,,,,,,,,,,,,,
149428,,,,,,,,,,,,,,,
149461,,,,,,,,,,,,,,,
149465,,,,,,,,,,,,,,,
149466,,,,,,,,,,,,,,,
149473,,,,,,,,,,,,,,,
149478,,,,,,,,,,,,,,,
149483,,,,,,,,,,,,,,,
149499,,,,,,,,,,,,,,,
149563,,,,,,,,,,,,,,,
149603,,,,,,,,,,,,,,,
149628,,,,,,,,,,,,,,,
149643,,,,,,,,,,,,,,,
149647,,,,,,,,,,,,,,,
149685,,,,,,,,,,,,,,,
149699,,,,,,,,,,,,,,,
149708,,,,,,,,,,,,,,,
149840,,,,,,,,,,,,,,,
149951,,,,,,,,,,,,,,,
149954,,,,,,,,,,,,,,,
149986,,,,,,,,,,,,,,,
149998,,,,,,,,,,,,,,,
150082,,,,,,,,,,,,,,,
150084,,,,,,,,,,,,,,,
150094,,,,,,,,,,,,,,,
150159,,,,,,,,,,,,,,,
150160,,,,,,,,,,,,,,,
150165,,,,,,,,,,,,,,,
150209,,,,,,,,,,,,,,,
150221,,,,,,,,,,,,,,,
150223,,,,,,,,,,,,,,,
150248,,,,,,,,,,,,,,,
150274,,,,,,,,,,,,,,,
150275,,,,,,,,,,,,,,,
150280,,,,,,,,,,,,,,,
150290,,,,,,,,,,,,,,,
150297,,,,,,,,,,,,,,,
150350,,,,,,,,,,,,,,,
150353,,,,,,,,,,,,,,,
150356,,,,,,,,,,,,,,,
150365,,,,,,,,,,,,,,,
150368,,,,,,,,,,,,,,,
150372,,,,,,,,,,,,,,,
150379,,,,,,,,,,,,,,,
150383,,,,,,,,,,,,,,,
150465,,,,,,,,,,,,,,,
150468,,,,,,,,,,,,,,,
150472,,,,,,,,,,,,,,,
150483,,,,,,,,,,,,,,,
150572,,,,,,,,,,,,,,,
150590,,,,,,,,,,,,,,,
150677,,,,,,,,,,,,,,,
150678,,,,,,,,,,,,,,,
150681,,,,,,,,,,,,,,,
150684,,,,,,,,,,,,,,,
150696,,,,,,,,,,,,,,,
150709,,,,,,,,,,,,,,,
150726,,,,,,,,,,,,,,,
150737,,,,,,,,,,,,,,,
150763,,,,,,,,,,,,,,,
150771,,,,,,,,,,,,,,,
150786,,,,,,,,,,,,,,,
150864,,,,,,,,,,,,,,,
150921,,,,,,,,,,,,,,,
150946,,,,,,,,,,,,,,,
150962,,,,,,,,,,,,,,,
151050,,,,,,,,,,,,,,,
151056,,,,,,,,,,,,,,,
151112,,,,,,,,,,,,,,,
151126,,,,,,,,,,,,,,,
151176,,,,,,,,,,,,,,,
151188,,,,,,,,,,,,,,,
151194,,,,,,,,,,,,,,,
151195,,,,,,,,,,,,,,,
151230,,,,,,,,,,,,,,,
151242,,,,,,,,,,,,,,,
151246,,,,,,,,,,,,,,,
151254,,,,,,,,,,,,,,,
151258,,,,,,,,,,,,,,,
151278,,,,,,,,,,,,,,,
151295,,,,,,,,,,,,,,,
151306,,,,,,,,,,,,,,,
151313,,,,,,,,,,,,,,,
151354,,,,,,,,,,,,,,,
151393,,,,,,,,,,,,,,,
151449,,,,,,,,,,,,,,,
151473,,,,,,,,,,,,,,,
151516,,,,,,,,,,,,,,,
151525,,,,,,,,,,,,,,,
151531,,,,,,,,,,,,,,,
151556,,,,,,,,,,,,,,,
151613,,,,,,,,,,,,,,,
151636,,,,,,,,,,,,,,,
151647,,,,,,,,,,,,,,,
151648,,,,,,,,,,,,,,,
151649,,,,,,,,,,,,,,,
151651,,,,,,,,,,,,,,,
151742,,,,,,,,,,,,,,,
151790,,,,,,,,,,,,,,,
151827,,,,,,,,,,,,,,,
151835,,,,,,,,,,,,,,,
151871,,,,,,,,,,,,,,,
151887,,,,,,,,,,,,,,,
151888,,,,,,,,,,,,,,,
151903,,,,,,,,,,,,,,,
151963,,,,,,,,,,,,,,,
151987,,,,,,,,,,,,,,,
152002,,,,,,,,,,,,,,,
152006,,,,,,,,,,,,,,,
152007,,,,,,,,,,,,,,,
152015,,,,,,,,,,,,,,,
152065,,,,,,,,,,,,,,,
152078,,,,,,,,,,,,,,,
152098,,,,,,,,,,,,,,,
152100,,,,,,,,,,,,,,,
152110,,,,,,,,,,,,,,,
152137,,,,,,,,,,,,,,,
152138,,,,,,,,,,,,,,,
152185,,,,,,,,,,,,,,,
152189,,,,,,,,,,,,,,,
152206,,,,,,,,,,,,,,,
152217,,,,,,,,,,,,,,,
152273,,,,,,,,,,,,,,,
152330,,,,,,,,,,,,,,,
152404,,,,,,,,,,,,,,,
152405,,,,,,,,,,,,,,,
152485,,,,,,,,,,,,,,,
152503,,,,,,,,,,,,,,,
152518,,,,,,,,,,,,,,,
152519,,,,,,,,,,,,,,,
152559,,,,,,,,,,,,,,,
152573,,,,,,,,,,,,,,,
152579,,,,,,,,,,,,,,,
152586,,,,,,,,,,,,,,,
152687,,,,,,,,,,,,,,,
152756,,,,,,,,,,,,,,,
152789,,,,,,,,,,,,,,,
152815,,,,,,,,,,,,,,,
152816,,,,,,,,,,,,,,,
152831,,,,,,,,,,,,,,,
152877,,,,,,,,,,,,,,,
152926,,,,,,,,,,,,,,,
152940,,,,,,,,,,,,,,,
152992,,,,,,,,,,,,,,,
153020,,,,,,,,,,,,,,,
153090,,,,,,,,,,,,,,,
153129,,,,,,,,,,,,,,,
153201,,,,,,,,,,,,,,,
153218,,,,,,,,,,,,,,,
153222,,,,,,,,,,,,,,,
153241,,,,,,,,,,,,,,,
153328,,,,,,,,,,,,,,,
153339,,,,,,,,,,,,,,,
153364,,,,,,,,,,,,,,,
153396,,,,,,,,,,,,,,,
153443,,,,,,,,,,,,,,,
153478,,,,,,,,,,,,,,,
153527,,,,,,,,,,,,,,,
153562,,,,,,,,,,,,,,,
153571,,,,,,,,,,,,,,,
153572,,,,,,,,,,,,,,,
153579,,,,,,,,,,,,,,,
153642,,,,,,,,,,,,,,,
153643,,,,,,,,,,,,,,,
153657,,,,,,,,,,,,,,,
153733,,,,,,,,,,,,,,,
153743,,,,,,,,,,,,,,,
153745,,,,,,,,,,,,,,,
153768,,,,,,,,,,,,,,,
153769,,,,,,,,,,,,,,,
153770,,,,,,,,,,,,,,,
153830,,,,,,,,,,,,,,,
153918,,,,,,,,,,,,,,,
154007,,,,,,,,,,,,,,,
154043,,,,,,,,,,,,,,,
154064,,,,,,,,,,,,,,,
154075,,,,,,,,,,,,,,,
154091,,,,,,,,,,,,,,,
154141,,,,,,,,,,,,,,,
154150,,,,,,,,,,,,,,,
154197,,,,,,,,,,,,,,,
154214,,,,,,,,,,,,,,,
154215,,,,,,,,,,,,,,,
154288,,,,,,,,,,,,,,,
154313,,,,,,,,,,,,,,,
154467,,,,,,,,,,,,,,,
154661,,,,,,,,,,,,,,,
154664,,,,,,,,,,,,,,,
154743,,,,,,,,,,,,,,,
154790,,,,,,,,,,,,,,,
154791,,,,,,,,,,,,,,,
154796,,,,,,,,,,,,,,,
154807,,,,,,,,,,,,,,,
154810,,,,,,,,,,,,,,,
154865,,,,,,,,,,,,,,,
154872,,,,,,,,,,,,,,,
154881,,,,,,,,,,,,,,,
155006,,,,,,,,,,,,,,,
155038,,,,,,,,,,,,,,,
155051,,,,,,,,,,,,,,,
155054,,,,,,,,,,,,,,,
155061,,,,,,,,,,,,,,,
155066,,,,,,,,,,,,,,,
155184,,,,,,,,,,,,,,,
155185,,,,,,,,,,,,,,,
155368,,,,,,,,,,,,,,,
155382,,,,,,,,,,,,,,,
155435,,,,,,,,,,,,,,,
155465,,,,,,,,,,,,,,,
157285,,,,,,,,,,,,,,,
157310,,,,,,,,,,,,,,,
157313,,,,,,,,,,,,,,,
157378,,,,,,,,,,,,,,,
157506,,,,,,,,,,,,,,,
157567,,,,,,,,,,,,,,,
157570,,,,,,,,,,,,,,,
157574,,,,,,,,,,,,,,,
157638,,,,,,,,,,,,,,,
157657,,,,,,,,,,,,,,,
157680,,,,,,,,,,,,,,,
157695,,,,,,,,,,,,,,,
157697,,,,,,,,,,,,,,,
157724,,,,,,,,,,,,,,,
157753,,,,,,,,,,,,,,,
157769,,,,,,,,,,,,,,,
157773,,,,,,,,,,,,,,,
157777,,,,,,,,,,,,,,,
157807,,,,,,,,,,,,,,,
157848,,,,,,,,,,,,,,,
157855,,,,,,,,,,,,,,,
157869,,,,,,,,,,,,,,,
157922,,,,,,,,,,,,,,,
157983,,,,,,,,,,,,,,,
158038,,,,,,,,,,,,,,,
158046,,,,,,,,,,,,,,,
158056,,,,,,,,,,,,,,,
158062,,,,,,,,,,,,,,,
158067,,,,,,,,,,,,,,,
158131,,,,,,,,,,,,,,,
158135,,,,,,,,,,,,,,,
158158,,,,,,,,,,,,,,,
158219,,,,,,,,,,,,,,,
158234,,,,,,,,,,,,,,,
158248,,,,,,,,,,,,,,,
158293,,,,,,,,,,,,,,,
158297,,,,,,,,,,,,,,,
158326,,,,,,,,,,,,,,,
158358,,,,,,,,,,,,,,,
158376,,,,,,,,,,,,,,,
158399,,,,,,,,,,,,,,,
158401,,,,,,,,,,,,,,,
158405,,,,,,,,,,,,,,,
158427,,,,,,,,,,,,,,,
158431,,,,,,,,,,,,,,,
158471,,,,,,,,,,,,,,,
158506,,,,,,,,,,,,,,,
158511,,,,,,,,,,,,,,,
158521,,,,,,,,,,,,,,,
158584,,,,,,,,,,,,,,,
158586,,,,,,,,,,,,,,,
158724,,,,,,,,,,,,,,,
158747,,,,,,,,,,,,,,,
158763,,,,,,,,,,,,,,,
158787,,,,,,,,,,,,,,,
158798,,,,,,,,,,,,,,,
158800,,,,,,,,,,,,,,,
158809,,,,,,,,,,,,,,,
158830,,,,,,,,,,,,,,,
158833,,,,,,,,,,,,,,,
158835,,,,,,,,,,,,,,,
158866,,,,,,,,,,,,,,,
158880,,,,,,,,,,,,,,,
158931,,,,,,,,,,,,,,,
158983,,,,,,,,,,,,,,,
159013,,,,,,,,,,,,,,,
159090,,,,,,,,,,,,,,,
159091,,,,,,,,,,,,,,,
159119,,,,,,,,,,,,,,,
159163,,,,,,,,,,,,,,,
159195,,,,,,,,,,,,,,,
159296,,,,,,,,,,,,,,,
159371,,,,,,,,,,,,,,,
159686,,,,,,,,,,,,,,,
159963,,,,,,,,,,,,,,,
159989,,,,,,,,,,,,,,,
160065,,,,,,,,,,,,,,,
160140,,,,,,,,,,,,,,,
160287,,,,,,,,,,,,,,,
160298,,,,,,,,,,,,,,,
160335,,,,,,,,,,,,,,,
160364,,,,,,,,,,,,,,,
160365,,,,,,,,,,,,,,,
160418,,,,,,,,,,,,,,,
160419,,,,,,,,,,,,,,,
160428,,,,,,,,,,,,,,,
160492,,,,,,,,,,,,,,,
160518,,,,,,,,,,,,,,,
160622,,,,,,,,,,,,,,,
160728,,,,,,,,,,,,,,,
160760,,,,,,,,,,,,,,,
160762,,,,,,,,,,,,,,,
160777,,,,,,,,,,,,,,,
160851,,,,,,,,,,,,,,,
160857,,,,,,,,,,,,,,,
160897,,,,,,,,,,,,,,,
161142,,,,,,,,,,,,,,,
161145,,,,,,,,,,,,,,,
161176,,,,,,,,,,,,,,,
161198,,,,,,,,,,,,,,,
161247,,,,,,,,,,,,,,,
161253,,,,,,,,,,,,,,,
161291,,,,,,,,,,,,,,,
161357,,,,,,,,,,,,,,,
161394,,,,,,,,,,,,,,,
161424,,,,,,,,,,,,,,,
161436,,,,,,,,,,,,,,,
161497,,,,,,,,,,,,,,,
161502,,,,,,,,,,,,,,,
161514,,,,,,,,,,,,,,,
161582,,,,,,,,,,,,,,,
161725,,,,,,,,,,,,,,,
161742,,,,,,,,,,,,,,,
161753,,,,,,,,,,,,,,,
161779,,,,,,,,,,,,,,,
161823,,,,,,,,,,,,,,,
161829,,,,,,,,,,,,,,,
161835,,,,,,,,,,,,,,,
161882,,,,,,,,,,,,,,,
161931,,,,,,,,,,,,,,,
162073,,,,,,,,,,,,,,,
162083,,,,,,,,,,,,,,,
162239,,,,,,,,,,,,,,,
162282,,,,,,,,,,,,,,,
162387,,,,,,,,,,,,,,,
162394,,,,,,,,,,,,,,,
162417,,,,,,,,,,,,,,,
162427,,,,,,,,,,,,,,,
162461,,,,,,,,,,,,,,,
162466,,,,,,,,,,,,,,,
162494,,,,,,,,,,,,,,,
162514,,,,,,,,,,,,,,,
162515,,,,,,,,,,,,,,,
162517,,,,,,,,,,,,,,,
162540,,,,,,,,,,,,,,,
162605,,,,,,,,,,,,,,,
162655,,,,,,,,,,,,,,,
162681,,,,,,,,,,,,,,,
162699,,,,,,,,,,,,,,,
162962,,,,,,,,,,,,,,,
162963,,,,,,,,,,,,,,,
162966,,,,,,,,,,,,,,,
162967,,,,,,,,,,,,,,,
162968,,,,,,,,,,,,,,,
162972,,,,,,,,,,,,,,,
162979,,,,,,,,,,,,,,,
162989,,,,,,,,,,,,,,,
162993,,,,,,,,,,,,,,,
162998,,,,,,,,,,,,,,,
163033,,,,,,,,,,,,,,,
163049,,,,,,,,,,,,,,,
163050,,,,,,,,,,,,,,,
163051,,,,,,,,,,,,,,,
163059,,,,,,,,,,,,,,,
163071,,,,,,,,,,,,,,,
163081,,,,,,,,,,,,,,,
163087,,,,,,,,,,,,,,,
163115,,,,,,,,,,,,,,,
163126,,,,,,,,,,,,,,,
163131,,,,,,,,,,,,,,,
163154,,,,,,,,,,,,,,,
163175,,,,,,,,,,,,,,,
163183,,,,,,,,,,,,,,,
163223,,,,,,,,,,,,,,,
163227,,,,,,,,,,,,,,,
163255,,,,,,,,,,,,,,,
163259,,,,,,,,,,,,,,,
163351,,,,,,,,,,,,,,,
163404,,,,,,,,,,,,,,,
163479,,,,,,,,,,,,,,,
163486,,,,,,,,,,,,,,,
163589,,,,,,,,,,,,,,,
163590,,,,,,,,,,,,,,,
163688,,,,,,,,,,,,,,,
163702,,,,,,,,,,,,,,,
163732,,,,,,,,,,,,,,,
163747,,,,,,,,,,,,,,,
163778,,,,,,,,,,,,,,,
163782,,,,,,,,,,,,,,,
163786,,,,,,,,,,,,,,,
163859,,,,,,,,,,,,,,,
163882,,,,,,,,,,,,,,,
163933,,,,,,,,,,,,,,,
164045,,,,,,,,,,,,,,,
164091,,,,,,,,,,,,,,,
164118,,,,,,,,,,,,,,,
164127,,,,,,,,,,,,,,,
164153,,,,,,,,,,,,,,,
164284,,,,,,,,,,,,,,,
164312,,,,,,,,,,,,,,,
164395,,,,,,,,,,,,,,,
164592,,,,,,,,,,,,,,,
164633,,,,,,,,,,,,,,,
164656,,,,,,,,,,,,,,,
164668,,,,,,,,,,,,,,,
164684,,,,,,,,,,,,,,,
164714,,,,,,,,,,,,,,,
164781,,,,,,,,,,,,,,,
164832,,,,,,,,,,,,,,,
165055,,,,,,,,,,,,,,,
165082,,,,,,,,,,,,,,,
165100,,,,,,,,,,,,,,,
165140,,,,,,,,,,,,,,,
165186,,,,,,,,,,,,,,,
165215,,,,,,,,,,,,,,,
165257,,,,,,,,,,,,,,,
165324,,,,,,,,,,,,,,,
165530,,,,,,,,,,,,,,,
165545,,,,,,,,,,,,,,,
165631,,,,,,,,,,,,,,,
165679,,,,,,,,,,,,,,,
165721,,,,,,,,,,,,,,,
165829,,,,,,,,,,,,,,,
165904,,,,,,,,,,,,,,,
165918,,,,,,,,,,,,,,,
166012,,,,,,,,,,,,,,,
166336,,,,,,,,,,,,,,,
166348,,,,,,,,,,,,,,,
166378,,,,,,,,,,,,,,,
166379,,,,,,,,,,,,,,,
166614,,,,,,,,,,,,,,,
166647,,,,,,,,,,,,,,,
166655,,,,,,,,,,,,,,,
166752,,,,,,,,,,,,,,,
166785,,,,,,,,,,,,,,,
166793,,,,,,,,,,,,,,,
166815,,,,,,,,,,,,,,,
166824,,,,,,,,,,,,,,,
166863,,,,,,,,,,,,,,,
166929,,,,,,,,,,,,,,,
166968,,,,,,,,,,,,,,,
166979,,,,,,,,,,,,,,,
167127,,,,,,,,,,,,,,,
167153,,,,,,,,,,,,,,,
167227,,,,,,,,,,,,,,,
167359,,,,,,,,,,,,,,,
167410,,,,,,,,,,,,,,,
167555,,,,,,,,,,,,,,,
167681,,,,,,,,,,,,,,,
167691,,,,,,,,,,,,,,,
167826,,,,,,,,,,,,,,,
167838,,,,,,,,,,,,,,,
168002,,,,,,,,,,,,,,,
168090,,,,,,,,,,,,,,,
168374,,,,,,,,,,,,,,,
168391,,,,,,,,,,,,,,,
168400,,,,,,,,,,,,,,,
168417,,,,,,,,,,,,,,,
168433,,,,,,,,,,,,,,,
168448,,,,,,,,,,,,,,,
168451,,,,,,,,,,,,,,,
168455,,,,,,,,,,,,,,,
168507,,,,,,,,,,,,,,,
168537,,,,,,,,,,,,,,,
168544,,,,,,,,,,,,,,,
168620,,,,,,,,,,,,,,,
168667,,,,,,,,,,,,,,,
168850,,,,,,,,,,,,,,,
168975,,,,,,,,,,,,,,,
169026,,,,,,,,,,,,,,,
169044,,,,,,,,,,,,,,,
169166,,,,,,,,,,,,,,,
169200,,,,,,,,,,,,,,,
169270,,,,,,,,,,,,,,,
169355,,,,,,,,,,,,,,,
169436,,,,,,,,,,,,,,,
169522,,,,,,,,,,,,,,,
169611,,,,,,,,,,,,,,,
169693,,,,,,,,,,,,,,,
169714,,,,,,,,,,,,,,,
169792,,,,,,,,,,,,,,,
169834,,,,,,,,,,,,,,,
169841,,,,,,,,,,,,,,,
169966,,,,,,,,,,,,,,,
169981,,,,,,,,,,,,,,,
170062,,,,,,,,,,,,,,,
170082,,,,,,,,,,,,,,,
170261,,,,,,,,,,,,,,,
170302,,,,,,,,,,,,,,,
170370,,,,,,,,,,,,,,,
170371,,,,,,,,,,,,,,,
170384,,,,,,,,,,,,,,,
170392,,,,,,,,,,,,,,,
170394,,,,,,,,,,,,,,,
170463,,,,,,,,,,,,,,,
170482,,,,,,,,,,,,,,,
170487,,,,,,,,,,,,,,,
170506,,,,,,,,,,,,,,,
170572,,,,,,,,,,,,,,,
170575,,,,,,,,,,,,,,,
170589,,,,,,,,,,,,,,,
170591,,,,,,,,,,,,,,,
170622,,,,,,,,,,,,,,,
170626,,,,,,,,,,,,,,,
170627,,,,,,,,,,,,,,,
170679,,,,,,,,,,,,,,,
170680,,,,,,,,,,,,,,,
170685,,,,,,,,,,,,,,,
170689,,,,,,,,,,,,,,,
170690,,,,,,,,,,,,,,,
170691,,,,,,,,,,,,,,,
170692,,,,,,,,,,,,,,,
170712,,,,,,,,,,,,,,,
170825,,,,,,,,,,,,,,,
170850,,,,,,,,,,,,,,,
170954,,,,,,,,,,,,,,,
170958,,,,,,,,,,,,,,,
170959,,,,,,,,,,,,,,,
170960,,,,,,,,,,,,,,,
170961,,,,,,,,,,,,,,,
171017,,,,,,,,,,,,,,,
171019,,,,,,,,,,,,,,,
171023,,,,,,,,,,,,,,,
171024,,,,,,,,,,,,,,,
171169,,,,,,,,,,,,,,,
171177,,,,,,,,,,,,,,,
171222,,,,,,,,,,,,,,,
171389,,,,,,,,,,,,,,,
171392,,,,,,,,,,,,,,,
171425,,,,,,,,,,,,,,,
171482,,,,,,,,,,,,,,,
171483,,,,,,,,,,,,,,,
171484,,,,,,,,,,,,,,,
171546,,,,,,,,,,,,,,,
171558,,,,,,,,,,,,,,,
171568,,,,,,,,,,,,,,,
171586,,,,,,,,,,,,,,,
192111,,,,,,,,,,,,,,,
192134,,,,,,,,,,,,,,,
192286,,,,,,,,,,,,,,,
192666,,,,,,,,,,,,,,,
192668,,,,,,,,,,,,,,,
192669,,,,,,,,,,,,,,,
192670,,,,,,,,,,,,,,,
192683,,,,,,,,,,,,,,,
195814,,,,,,,,,,,,,,,
195827,,,,,,,,,,,,,,,
195828,,,,,,,,,,,,,,,
195977,,,,,,,,,,,,,,,
196051,,,,,,,,,,,,,,,
196074,,,,,,,,,,,,,,,
196264,,,,,,,,,,,,,,,
196294,,,,,,,,,,,,,,,
196335,,,,,,,,,,,,,,,
196374,,,,,,,,,,,,,,,
196383,,,,,,,,,,,,,,,
196385,,,,,,,,,,,,,,,
196394,,,,,,,,,,,,,,,
196403,,,,,,,,,,,,,,,
196410,,,,,,,,,,,,,,,
196441,,,,,,,,,,,,,,,
196446,,,,,,,,,,,,,,,
196463,,,,,,,,,,,,,,,
196472,,,,,,,,,,,,,,,
196477,,,,,,,,,,,,,,,
196483,,,,,,,,,,,,,,,
196500,,,,,,,,,,,,,,,
196513,,,,,,,,,,,,,,,
196527,,,,,,,,,,,,,,,
196528,,,,,,,,,,,,,,,
196541,,,,,,,,,,,,,,,
196740,,,,,,,,,,,,,,,
196743,,,,,,,,,,,,,,,
196792,,,,,,,,,,,,,,,
196883,,,,,,,,,,,,,,,
196951,,,,,,,,,,,,,,,
196993,,,,,,,,,,,,,,,
196996,,,,,,,,,,,,,,,
197021,,,,,,,,,,,,,,,
197131,,,,,,,,,,,,,,,
197135,,,,,,,,,,,,,,,
197257,,,,,,,,,,,,,,,
197258,,,,,,,,,,,,,,,
197259,,,,,,,,,,,,,,,
197320,,,,,,,,,,,,,,,
197322,,,,,,,,,,,,,,,
197335,,,,,,,,,,,,,,,
197342,,,,,,,,,,,,,,,
197358,,,,,,,,,,,,,,,
197370,,,,,,,,,,,,,,,
197407,,,,,,,,,,,,,,,
198437,,,,,,,,,,,,,,,
